ID_Mahasiswa (NIM/Nama),Gender,IPS_Sem1,IPS_Sem2,IPS_Sem3,IPS_Sem4,Total_SKS_Ambil,Total_SKS_Lulus,Nilai_Matkul_Killer,Jml_Mengulang,Status_Beasiswa,Bekerja
20220458979 - Nabila Akbar,Perempuan,2.89,3.01,2.97,3.02,82,82,82,0,Tidak,Tidak
20220451217 - Doni Maharani,Laki-laki,3.11,3.13,3.44,3.60,88,88,86,0,Tidak,Tidak
20230459211 - Intan Utami,Perempuan,1.96,1.70,2.09,1.95,80,74,47,2,Tidak,Ya
20220452431 - Nadia Salsabila,Perempuan,2.61,3.40,3.65,3.53,86,86,79,0,Ya,Tidak
20230451409 - Hafiz Purnama,Laki-laki,2.96,2.91,2.95,2.89,85,83,71,1,Tidak,Ya
20220456619 - Intan Anggraini,Perempuan,2.88,2.97,3.09,3.16,90,90,75,0,Tidak,Tidak
20230451086 - Bayu Hidayat,Laki-laki,3.35,3.45,3.25,3.33,82,82,88,0,Ya,Ya
20220457980 - Hafiz Sari,Laki-laki,3.54,3.44,3.72,3.73,96,96,88,0,Tidak,Ya
20220458105 - Yuni Ramadhan,Perempuan,2.95,2.89,3.20,3.25,89,89,67,0,Tidak,Ya
20230459123 - Maya Cahya,Perempuan,3.00,2.47,2.68,2.16,79,77,64,1,Tidak,Tidak
20230452987 - Nurul Sari,Perempuan,2.90,3.20,3.13,3.03,89,89,78,0,Tidak,Tidak
20230451218 - Aisyah Rahman,Perempuan,2.80,3.02,3.03,2.93,88,80,56,2,Tidak,Tidak
20220458473 - Tasya Azizah,Perempuan,3.32,3.12,3.33,3.18,90,90,87,0,Ya,Tidak
20230451969 - Budi Febrianti,Laki-laki,2.95,3.03,2.88,2.91,83,79,68,1,Tidak,Ya
20230459275 - Anisa Putra,Perempuan,2.75,3.31,3.41,3.30,91,91,92,0,Tidak,Tidak
20220459108 - Tiara Anggraini,Perempuan,2.99,2.92,3.09,2.95,85,85,79,0,Tidak,Tidak
20230454701 - Wahyu Sari,Laki-laki,2.93,2.93,3.07,2.77,83,83,76,0,Tidak,Ya
20220456381 - Vina Febrianti,Perempuan,3.57,3.87,3.51,3.93,94,94,75,0,Tidak,Tidak
20230458515 - Doni Aprilia,Laki-laki,3.17,3.10,3.24,3.27,92,92,82,0,Tidak,Ya
20220459273 - Tiara Maulana,Perempuan,2.72,2.61,2.89,2.70,78,72,57,2,Tidak,Tidak
20230457558 - Aldi Setiawan,Laki-laki,3.39,3.20,4.00,3.94,93,93,87,0,Ya,Tidak
20230454294 - Fajar Saputra,Laki-laki,3.30,2.78,3.44,3.65,91,91,83,0,Ya,Tidak
20220452464 - Salma Pratama,Perempuan,3.37,3.26,3.16,3.23,89,89,80,0,Tidak,Tidak
20220456414 - Bagas Saputra,Laki-laki,2.62,2.65,2.94,2.85,85,85,77,0,Tidak,Tidak
20230451910 - Putri Hidayat,Perempuan,2.88,2.73,2.53,2.40,88,84,67,1,Tidak,Tidak
20230456236 - Hafiz Maulana,Laki-laki,3.68,3.89,3.55,4.00,89,89,94,0,Tidak,Tidak
20220451835 - Fira Anggraini,Perempuan,2.91,2.89,3.17,3.39,85,82,71,1,Tidak,Tidak
20220458172 - Hafiz Anggraini,Laki-laki,2.33,2.67,2.50,2.08,75,71,60,2,Tidak,Tidak
20220454974 - Melati Setiawan,Perempuan,3.11,3.07,3.07,3.06,87,87,83,0,Tidak,Tidak
20220454999 - Riska Hidayat,Perempuan,3.83,3.61,4.00,4.00,90,90,95,0,Ya,Tidak
20230457477 - Hafiz Salsabila,Laki-laki,2.96,2.86,3.16,3.04,89,89,79,0,Tidak,Tidak
20220455112 - Alif Kurniawan,Laki-laki,3.32,3.28,2.82,3.20,88,88,76,0,Tidak,Tidak
20220455697 - Reza Permata,Laki-laki,2.49,2.55,2.82,2.63,87,87,70,0,Tidak,Tidak
20230453149 - Tiara Setiawan,Perempuan,3.29,3.08,2.90,3.16,91,91,86,0,Tidak,Tidak
20230456031 - Hafiz Ananda,Laki-laki,3.85,4.00,4.00,4.00,90,90,95,0,Tidak,Tidak
20230458652 - Nadia Syahputra,Perempuan,3.71,3.86,3.68,3.93,96,96,83,0,Tidak,Ya
20230455722 - Bayu Kurniawan,Laki-laki,3.18,3.33,3.29,2.87,87,83,65,1,Tidak,Ya
20220453386 - Siti Saputra,Perempuan,2.70,2.67,2.87,2.92,74,71,62,1,Tidak,Ya
20230459883 - Tasya Putra,Perempuan,3.36,3.33,3.32,3.19,84,80,73,1,Tidak,Tidak
20220455078 - Nico Laksana,Laki-laki,3.37,3.17,3.10,3.33,85,85,92,0,Ya,Tidak
20220452866 - Bagas Rahman,Laki-laki,3.07,3.16,3.04,3.23,84,78,73,2,Ya,Ya
20230454511 - Dimas Putra,Laki-laki,2.89,3.10,3.33,3.30,84,82,79,1,Tidak,Tidak
20220452884 - Kevin Cahya,Laki-laki,2.91,3.36,3.17,3.54,83,83,81,0,Tidak,Tidak
20220451829 - Dinda Sari,Perempuan,3.01,3.26,3.33,3.44,92,92,77,0,Tidak,Ya
20230453613 - Citra Syahputra,Perempuan,2.01,2.16,2.27,2.47,75,73,64,1,Tidak,Tidak
20230453401 - Siti Santoso,Perempuan,3.37,2.89,3.04,3.20,89,89,88,0,Tidak,Tidak
20220454789 - Wulan Aprilia,Perempuan,3.46,3.63,3.93,3.67,95,95,83,0,Ya,Ya
20230454933 - Ilham Setiawan,Laki-laki,2.51,2.76,2.70,2.80,75,73,58,1,Tidak,Tidak
20230455859 - Ayu Ramadhan,Perempuan,3.23,3.02,2.83,2.87,80,80,82,0,Tidak,Tidak
20230454668 - Vina Kurniawan,Perempuan,3.01,3.33,3.56,3.93,94,94,75,0,Tidak,Ya
20230456732 - Yuni Maharani,Perempuan,2.74,2.60,2.72,2.96,79,73,60,2,Ya,Tidak
20220452604 - Nurul Maulana,Perempuan,3.08,3.45,3.56,4.00,92,92,84,0,Tidak,Tidak
20230458621 - Vina Syahputra,Perempuan,2.72,2.75,2.62,2.78,83,75,55,2,Tidak,Tidak
20220451252 - Alif Azizah,Laki-laki,2.28,1.87,2.47,2.68,81,75,59,2,Tidak,Tidak
20230453863 - Kevin Kurniawan,Laki-laki,3.34,3.11,2.38,2.89,74,68,51,2,Tidak,Ya
20230455482 - Citra Maulana,Perempuan,3.11,3.25,3.80,3.83,96,96,85,0,Tidak,Tidak
20230455253 - Gilang Kurniawan,Laki-laki,3.44,3.61,3.59,3.83,95,95,92,0,Tidak,Tidak
20230451830 - Agung Ramadhan,Laki-laki,2.98,3.14,2.84,2.65,79,79,82,0,Tidak,Ya
20220457842 - Lestari Ananda,Perempuan,3.09,3.41,3.07,3.62,84,84,77,0,Tidak,Tidak
20220452979 - Fauzan Maharani,Laki-laki,3.64,3.43,3.57,3.71,91,91,84,0,Tidak,Tidak
20220458491 - Farhan Santoso,Laki-laki,3.06,2.98,3.19,3.00,84,84,84,0,Ya,Tidak
20230457789 - Budi Ananda,Laki-laki,2.87,3.05,3.35,3.21,86,86,87,0,Tidak,Tidak
20230457113 - Zahra Hidayat,Perempuan,2.29,2.75,2.73,3.05,80,80,72,0,Tidak,Tidak
20220453658 - Indah Putra,Perempuan,3.68,3.37,3.54,3.17,92,92,80,0,Tidak,Tidak
20220459944 - Nadia Syahputra,Perempuan,3.60,3.38,3.82,3.69,90,90,80,0,Tidak,Tidak
20220455815 - Tiara Utami,Perempuan,2.76,2.97,3.02,3.15,85,76,49,3,Tidak,Ya
20230456443 - Bayu Utami,Laki-laki,2.48,2.98,3.00,3.13,76,72,68,1,Tidak,Tidak
20230459097 - Citra Syahputra,Perempuan,3.17,2.94,3.20,3.30,90,90,92,0,Ya,Tidak
20220456991 - Nabila Purnama,Perempuan,2.93,3.25,3.58,3.41,89,89,91,0,Ya,Tidak
20220456112 - Budi Ramadhan,Laki-laki,3.44,3.32,2.93,3.02,85,85,88,0,Tidak,Tidak
20230452228 - Gilang Sari,Laki-laki,2.71,3.09,3.55,3.42,91,91,84,0,Tidak,Tidak
20230456472 - Nabila Febrianti,Perempuan,2.70,2.87,3.23,2.97,80,77,76,1,Tidak,Tidak
20230453176 - Melati Nugroho,Perempuan,3.25,3.05,3.22,3.33,88,88,80,0,Tidak,Tidak
20230451300 - Joko Sari,Laki-laki,3.15,3.86,3.84,3.69,95,95,88,0,Ya,Tidak
20230459009 - Vina Syahputra,Perempuan,2.49,2.53,2.45,2.54,83,83,70,0,Tidak,Tidak
20230455692 - Dinda Rahman,Perempuan,3.80,4.00,3.63,3.76,90,90,79,0,Tidak,Tidak
20230457774 - Ayu Syahputra,Perempuan,2.50,2.55,2.34,2.29,75,71,61,1,Tidak,Ya
20220458968 - Aldi Akbar,Laki-laki,3.10,2.84,2.73,2.76,77,74,71,1,Tidak,Tidak
20220457251 - Salma Azizah,Perempuan,3.70,4.00,4.00,4.00,93,93,91,0,Tidak,Tidak
20230452071 - Aulia Maulana,Perempuan,2.18,2.58,2.48,2.62,71,67,54,1,Tidak,Ya
20220453771 - Tiara Sari,Perempuan,3.49,3.36,3.26,3.50,93,89,80,2,Tidak,Tidak
20230458010 - Indah Firmansyah,Perempuan,3.25,3.06,2.83,3.18,88,88,80,0,Tidak,Tidak
20230456824 - Wulan Kurniawan,Perempuan,2.41,2.75,2.78,2.47,88,88,71,0,Tidak,Ya
20230458758 - Nadia Sari,Perempuan,2.92,2.91,3.31,3.24,89,89,74,0,Tidak,Tidak
20230454374 - Riska Utami,Perempuan,3.29,3.99,3.97,4.00,92,88,86,1,Tidak,Tidak
20220451381 - Farhan Firmansyah,Laki-laki,2.46,2.95,2.92,3.22,77,74,70,1,Tidak,Tidak
20220451735 - Nurul Cahya,Perempuan,2.49,2.01,2.61,2.48,75,72,52,1,Tidak,Ya
20220458326 - Budi Akbar,Laki-laki,3.22,2.74,2.60,2.90,81,81,79,0,Tidak,Tidak
20220452815 - Farhan Febrianti,Laki-laki,3.73,3.85,3.88,4.00,94,94,98,0,Ya,Tidak
20230451967 - Dinda Kurniawan,Perempuan,2.37,2.19,2.40,2.20,69,65,58,2,Tidak,Tidak
20220453008 - Naufal Yusuf,Laki-laki,2.79,3.29,2.97,3.39,84,84,75,0,Tidak,Tidak
20220454063 - Fauzan Firmansyah,Laki-laki,2.66,2.64,2.55,2.40,84,81,67,1,Tidak,Tidak
20220457479 - Aulia Aprilia,Perempuan,2.76,2.80,2.88,3.25,80,80,82,0,Tidak,Tidak
20220456989 - Andi Hidayat,Laki-laki,3.00,3.38,3.33,3.62,92,92,77,0,Tidak,Tidak
20220452406 - Salma Anggraini,Perempuan,2.95,3.00,3.15,3.28,90,90,78,0,Tidak,Tidak
20230456800 - Agung Sari,Laki-laki,3.26,3.19,3.77,3.68,92,86,70,2,Tidak,Ya
20230457843 - Siti Setiawan,Perempuan,3.67,3.72,3.75,3.94,88,85,74,1,Tidak,Ya
20230454101 - Riska Setiawan,Perempuan,2.42,2.61,3.03,3.38,78,78,79,0,Tidak,Ya
20220457293 - Rafi Salsabila,Laki-laki,2.97,2.92,2.97,2.68,81,77,55,1,Tidak,Tidak
20220452852 - Maya Yusuf,Perempuan,2.30,2.24,2.57,2.61,75,66,51,3,Tidak,Tidak
20220459923 - Siti Putra,Perempuan,3.05,2.87,2.99,3.00,87,81,65,2,Tidak,Ya
20230459316 - Dimas Hidayat,Laki-laki,3.59,3.47,3.47,3.71,95,95,91,0,Tidak,Tidak
20230454368 - Wulan Laksana,Perempuan,1.82,1.88,1.71,1.75,81,73,41,4,Tidak,Tidak
20230453433 - Alif Permata,Laki-laki,3.47,3.30,2.95,3.02,83,83,85,0,Tidak,Tidak
20220457306 - Arif Akbar,Laki-laki,3.08,3.20,3.05,3.44,90,90,84,0,Tidak,Tidak
20230452739 - Vina Maulana,Perempuan,3.55,3.54,3.75,3.68,93,93,87,0,Tidak,Tidak
20220458457 - Intan Setiawan,Perempuan,2.85,2.90,3.14,3.26,90,88,76,1,Tidak,Tidak
20230457985 - Zahra Maharani,Perempuan,3.64,3.59,3.77,4.00,95,95,87,0,Ya,Tidak
20220452961 - Farhan Ramadhan,Laki-laki,3.80,4.00,3.74,3.84,96,96,95,0,Ya,Tidak
20220453588 - Rian Fadillah,Laki-laki,3.07,3.12,3.71,3.57,90,90,87,0,Tidak,Tidak
20220452490 - Farhan Wijaya,Laki-laki,3.71,3.90,3.92,4.00,92,92,82,0,Tidak,Tidak
20230457979 - Yoga Santoso,Laki-laki,3.16,3.39,3.58,3.80,94,94,92,0,Tidak,Ya
20220455277 - Budi Wijaya,Laki-laki,3.06,3.10,3.65,3.33,87,87,76,0,Tidak,Tidak
20220453974 - Nico Utami,Laki-laki,3.08,3.21,3.41,3.06,82,82,80,0,Tidak,Tidak
20230453038 - Yoga Akbar,Laki-laki,2.20,2.48,2.23,2.41,81,79,70,1,Tidak,Tidak
20220452259 - Nadia Aprilia,Perempuan,2.72,3.19,3.14,3.76,86,86,79,0,Tidak,Ya
20220451877 - Indah Maharani,Perempuan,2.56,2.40,2.28,2.59,77,73,55,1,Tidak,Ya
20230455704 - Hafiz Santoso,Laki-laki,3.08,3.37,2.86,3.29,89,89,86,0,Tidak,Ya
20230452562 - Intan Sari,Perempuan,2.98,2.89,3.71,4.00,90,90,76,0,Ya,Ya
20230455472 - Nurul Ramadhan,Perempuan,3.42,3.29,3.44,3.35,83,83,76,0,Tidak,Ya
20220453461 - Dewi Nugroho,Perempuan,3.78,3.58,3.56,3.69,90,90,81,0,Tidak,Tidak
20220459530 - Lestari Salsabila,Perempuan,3.46,3.53,3.44,3.20,90,90,89,0,Ya,Tidak
20230456106 - Farhan Saputra,Laki-laki,2.17,2.95,2.41,2.82,78,78,65,0,Tidak,Ya
20220451056 - Dinda Setiawan,Perempuan,3.50,3.63,3.49,4.00,96,96,92,0,Tidak,Tidak
20220453397 - Nabila Purnama,Perempuan,3.68,3.70,3.86,4.00,88,85,77,1,Tidak,Ya
20220454558 - Dinda Ramadhan,Perempuan,2.22,2.28,1.98,2.23,73,64,51,3,Tidak,Ya
20230455009 - Andi Fadillah,Laki-laki,2.13,2.54,2.81,2.77,81,79,81,1,Ya,Ya
20230457144 - Dimas Syahputra,Laki-laki,2.39,2.30,3.01,2.54,79,75,62,1,Tidak,Tidak
20230454432 - Vina Saputra,Perempuan,3.35,2.55,2.80,2.78,87,85,67,1,Tidak,Ya
20220456151 - Arif Pratama,Laki-laki,2.81,2.52,2.64,2.64,88,88,71,0,Tidak,Tidak
20230458684 - Salma Setiawan,Perempuan,2.95,3.28,3.12,3.21,83,79,81,1,Tidak,Tidak
20230451436 - Indah Firmansyah,Perempuan,3.53,3.61,3.58,3.79,94,94,91,0,Ya,Tidak
20230457461 - Hafiz Maulana,Laki-laki,2.75,3.14,3.16,3.21,90,90,84,0,Tidak,Tidak
20230451279 - Siti Ramadhan,Perempuan,3.07,3.14,3.52,3.40,88,88,79,0,Tidak,Tidak
20230454979 - Yoga Syahputra,Laki-laki,2.78,3.05,2.87,3.21,83,80,71,1,Tidak,Tidak
20230452438 - Salma Firmansyah,Perempuan,3.40,3.39,3.61,3.46,94,94,79,0,Tidak,Tidak
20230456159 - Gilang Rahman,Laki-laki,3.65,3.49,3.44,3.92,92,92,85,0,Tidak,Ya
20230456200 - Galih Fadillah,Laki-laki,2.92,2.88,2.95,3.13,81,81,77,0,Tidak,Tidak
20230457185 - Melati Permata,Perempuan,4.00,4.00,4.00,4.00,95,91,82,1,Tidak,Tidak
20230459215 - Intan Putra,Perempuan,3.04,3.41,3.66,3.49,95,95,81,0,Tidak,Ya
20230458449 - Tiara Wijaya,Perempuan,3.17,3.37,3.82,3.34,89,81,68,2,Tidak,Tidak
20230454248 - Nadia Ananda,Perempuan,2.75,2.64,2.77,2.50,84,78,48,3,Tidak,Tidak
20220456707 - Nisa Setiawan,Perempuan,3.45,3.54,3.89,4.00,92,92,94,0,Tidak,Ya
20230458173 - Andi Saputra,Laki-laki,3.91,3.85,3.90,4.00,95,95,95,0,Tidak,Tidak
20230454241 - Dinda Pratama,Perempuan,2.42,2.81,2.44,2.55,76,76,77,0,Tidak,Ya
20230453264 - Gilang Kurniawan,Laki-laki,2.76,2.66,2.57,2.37,86,86,71,0,Tidak,Ya
20220459436 - Alif Yusuf,Laki-laki,3.03,3.14,3.42,3.17,83,83,76,0,Tidak,Tidak
20230452620 - Galih Anggraini,Laki-laki,2.73,2.50,2.67,2.70,85,82,68,1,Tidak,Tidak
20220459877 - Putri Permata,Perempuan,2.32,2.06,2.46,2.11,73,71,56,1,Tidak,Ya
20230458328 - Rahma Maulana,Perempuan,3.15,3.14,3.19,3.29,89,89,78,0,Tidak,Ya
20230454850 - Nadia Purnama,Perempuan,3.72,3.45,3.58,3.79,96,96,84,0,Tidak,Tidak
20230455168 - Tiara Purnama,Perempuan,3.16,3.13,3.05,3.24,88,82,62,2,Tidak,Tidak
20230456728 - Aldi Sari,Laki-laki,3.40,3.57,4.00,3.95,92,92,90,0,Ya,Tidak
20230455687 - Lestari Pratama,Perempuan,3.14,3.32,3.63,3.30,82,82,81,0,Tidak,Tidak
20220457446 - Tiara Purnama,Perempuan,3.50,3.39,3.31,3.59,89,89,80,0,Tidak,Tidak
20220459740 - Yoga Aprilia,Laki-laki,3.18,2.96,2.81,3.02,79,79,82,0,Tidak,Tidak
20230454271 - Dinda Fadillah,Perempuan,2.93,3.09,2.79,3.07,82,79,62,1,Tidak,Ya
20230451206 - Bagas Firmansyah,Laki-laki,3.29,3.37,3.62,3.98,95,93,92,1,Ya,Tidak
20230459078 - Citra Firmansyah,Perempuan,2.37,2.78,2.63,2.91,78,75,61,1,Tidak,Tidak
20230454725 - Maya Syahputra,Perempuan,2.78,3.04,3.09,3.15,88,88,72,0,Ya,Ya
20230453851 - Aulia Santoso,Perempuan,3.02,2.74,3.04,2.66,74,66,58,2,Tidak,Tidak
20220455514 - Wahyu Hidayat,Laki-laki,3.01,3.02,2.94,2.95,75,69,61,2,Tidak,Tidak
20230451165 - Tasya Utami,Perempuan,2.90,3.03,2.90,3.02,80,74,61,2,Tidak,Ya
20220457814 - Wahyu Saputra,Laki-laki,2.08,2.15,2.21,2.37,80,77,58,1,Tidak,Tidak
20220456694 - Bagas Hidayat,Laki-laki,3.59,3.10,3.44,3.36,89,89,88,0,Ya,Tidak
20230451143 - Rizky Cahya,Laki-laki,2.50,2.56,2.54,2.61,83,83,74,0,Ya,Ya
20220453049 - Joko Salsabila,Laki-laki,3.22,3.28,3.47,3.74,88,88,79,0,Tidak,Tidak
20230456188 - Siti Ramadhan,Perempuan,3.23,3.51,3.90,3.93,90,90,96,0,Ya,Tidak
20220451210 - Zahra Salsabila,Perempuan,2.84,2.79,2.84,3.42,86,80,65,2,Tidak,Tidak
20230453201 - Ilham Pratama,Laki-laki,3.77,3.64,4.00,4.00,95,95,92,0,Ya,Tidak
20230458210 - Fira Firmansyah,Perempuan,2.74,2.01,2.50,2.39,79,67,37,4,Tidak,Tidak
20230452941 - Rangga Syahputra,Laki-laki,3.25,3.16,3.16,3.00,82,82,89,0,Tidak,Tidak
20220457303 - Nabila Saputra,Perempuan,2.85,3.17,3.22,3.54,90,90,84,0,Tidak,Tidak
20230453690 - Bagas Yusuf,Laki-laki,2.40,2.40,2.29,2.63,75,67,48,2,Tidak,Tidak
20220452665 - Dimas Sari,Laki-laki,3.01,3.05,3.34,3.44,89,89,80,0,Tidak,Ya
20220459764 - Tasya Nugroho,Perempuan,3.16,3.52,3.46,3.10,85,85,83,0,Tidak,Ya
20230458832 - Salma Firmansyah,Perempuan,2.43,2.58,2.37,2.67,79,79,71,0,Ya,Tidak
20220451234 - Dewi Rahman,Perempuan,3.61,3.87,3.57,3.45,95,95,86,0,Tidak,Tidak
20230452767 - Reza Febrianti,Laki-laki,2.13,2.61,2.93,2.73,76,64,48,3,Tidak,Tidak
20220457371 - Siti Maharani,Perempuan,3.02,3.29,3.16,3.47,91,89,83,1,Tidak,Tidak
20220452292 - Aisyah Salsabila,Perempuan,3.01,3.03,2.98,3.18,91,89,62,1,Tidak,Ya
20230454194 - Lestari Aprilia,Perempuan,2.44,2.59,3.01,2.89,78,78,82,0,Ya,Tidak
20230454497 - Maya Nugroho,Perempuan,3.28,3.74,3.83,3.57,90,90,95,0,Ya,Tidak
20230455060 - Indah Azizah,Perempuan,3.83,3.66,3.56,3.52,89,89,95,0,Tidak,Tidak
20220452966 - Arif Azizah,Laki-laki,2.60,2.81,3.12,3.42,86,86,78,0,Tidak,Tidak
20220458971 - Riska Anggraini,Perempuan,2.71,2.78,2.64,2.82,86,86,77,0,Tidak,Ya
20230454903 - Aisyah Putra,Perempuan,2.57,3.02,3.23,2.93,84,81,74,1,Ya,Tidak
20220453715 - Aulia Purnama,Perempuan,2.72,3.00,3.15,2.99,88,85,60,1,Tidak,Tidak
20220453627 - Aldi Wijaya,Laki-laki,2.44,3.02,3.21,2.89,78,78,80,0,Tidak,Tidak
20230455629 - Ilham Ramadhan,Laki-laki,3.28,2.97,2.70,2.54,74,74,80,0,Ya,Tidak
20230458186 - Nico Yusuf,Laki-laki,2.62,2.89,2.70,2.89,76,76,68,0,Tidak,Ya
20220451742 - Bagas Fadillah,Laki-laki,2.93,3.12,2.95,3.25,87,87,82,0,Tidak,Tidak
20230456607 - Joko Maulana,Laki-laki,2.73,3.35,3.48,3.35,86,86,90,0,Ya,Tidak
20220456626 - Lestari Putra,Perempuan,2.91,2.63,2.56,2.79,74,74,77,0,Tidak,Tidak
20220454408 - Salma Santoso,Perempuan,3.17,3.21,3.87,3.14,86,86,85,0,Tidak,Tidak
20230457341 - Nurul Maulana,Perempuan,2.51,2.41,2.81,2.64,76,73,69,1,Tidak,Tidak
20220459698 - Yuni Kurniawan,Perempuan,3.49,3.80,3.66,4.00,93,93,93,0,Tidak,Tidak
20220453954 - Yuni Wijaya,Perempuan,3.35,3.14,3.62,3.46,92,92,83,0,Tidak,Tidak
20230458760 - Agung Fadillah,Laki-laki,3.17,3.30,3.23,2.77,90,90,75,0,Tidak,Tidak
